,gender,birth,marriage,religion,income,code_job,code_region
3195,1.0,1970.0,4.0,1.0,362.0,873.0,4.0
3196,2.0,1978.0,5.0,1.0,,,4.0
3197,1.0,2009.0,0.0,1.0,,,4.0
3198,1.0,1963.0,1.0,2.0,205.0,532.0,4.0
3199,2.0,1970.0,1.0,2.0,,,4.0
3200,1.0,1996.0,5.0,2.0,,,4.0
3201,1.0,1960.0,1.0,1.0,312.0,855.0,4.0
3202,1.0,1991.0,5.0,1.0,160.0,855.0,4.0
3203,2.0,1977.0,1.0,1.0,,,4.0
3204,1.0,2007.0,0.0,1.0,,,4.0
3205,2.0,1938.0,2.0,1.0,,,2.0
3206,1.0,1967.0,1.0,1.0,704.0,1002.0,2.0
3207,2.0,1965.0,1.0,1.0,,,2.0
3208,2.0,1993.0,5.0,1.0,185.0,245.0,2.0
3209,1.0,1999.0,5.0,1.0,,,2.0
3210,1.0,1937.0,1.0,1.0,,,4.0
3211,2.0,1943.0,1.0,1.0,,611.0,4.0
3212,1.0,1968.0,1.0,1.0,763.0,312.0,4.0
3213,2.0,1969.0,1.0,1.0,200.0,254.0,4.0
3214,1.0,1997.0,5.0,1.0,,,4.0
3215,2.0,2002.0,0.0,1.0,,,4.0
3216,1.0,1961.0,1.0,1.0,,822.0,4.0
3217,2.0,1965.0,1.0,1.0,,,4.0
3218,1.0,1993.0,5.0,2.0,325.0,312.0,1.0
3219,1.0,1964.0,1.0,1.0,,521.0,4.0
3220,2.0,1967.0,1.0,1.0,214.0,521.0,4.0
3221,2.0,1991.0,5.0,1.0,292.0,243.0,4.0
3222,1.0,1996.0,5.0,1.0,,,4.0
3223,1.0,1967.0,1.0,2.0,1700.0,132.0,4.0
3224,2.0,1967.0,1.0,2.0,,,4.0
3225,1.0,1993.0,5.0,2.0,,,4.0
3226,1.0,1997.0,5.0,2.0,,,4.0
3227,2.0,1935.0,2.0,2.0,,,4.0
3228,2.0,1949.0,2.0,1.0,,,4.0
3229,2.0,1971.0,5.0,1.0,,,4.0
3230,2.0,1951.0,2.0,1.0,30.0,521.0,4.0
3231,1.0,1977.0,1.0,2.0,227.0,521.0,4.0
3232,2.0,1978.0,1.0,2.0,198.0,521.0,4.0
3233,2.0,2003.0,0.0,2.0,,,4.0
3234,2.0,2009.0,0.0,2.0,,,4.0
3235,2.0,1939.0,3.0,1.0,,,4.0
3236,1.0,1965.0,5.0,1.0,,,4.0
3237,1.0,1959.0,1.0,1.0,,873.0,4.0
3238,2.0,1961.0,1.0,1.0,,441.0,4.0
3239,2.0,1986.0,5.0,1.0,245.0,313.0,4.0
3240,1.0,1987.0,1.0,2.0,423.0,313.0,4.0
3241,2.0,1992.0,1.0,2.0,237.0,247.0,4.0
3242,1.0,1963.0,1.0,2.0,647.0,239.0,4.0
3243,2.0,1968.0,1.0,1.0,,,4.0
3244,1.0,1993.0,5.0,1.0,60.0,442.0,4.0
3245,1.0,1995.0,5.0,1.0,,,4.0
3246,1.0,1971.0,1.0,2.0,,873.0,4.0
3247,2.0,1971.0,1.0,2.0,,930.0,4.0
3248,2.0,1996.0,5.0,2.0,156.0,521.0,4.0
3249,2.0,2000.0,5.0,2.0,,,4.0
3250,2.0,1947.0,2.0,1.0,,,4.0
3251,2.0,2011.0,0.0,2.0,,,4.0
3252,1.0,1955.0,1.0,1.0,,532.0,4.0
3253,2.0,1960.0,1.0,1.0,,532.0,4.0
3254,2.0,1980.0,1.0,1.0,182.0,313.0,4.0
3255,1.0,1974.0,1.0,1.0,441.0,312.0,4.0
3256,2.0,2009.0,0.0,2.0,,,4.0
3257,2.0,2014.0,0.0,2.0,,,4.0
3258,2.0,1983.0,1.0,1.0,,,4.0
3259,1.0,1979.0,1.0,1.0,312.0,922.0,4.0
3260,2.0,2015.0,0.0,1.0,,,4.0
3261,1.0,1927.0,6.0,1.0,,,4.0
3262,2.0,1936.0,2.0,1.0,,,4.0
3263,2.0,1967.0,3.0,1.0,,521.0,4.0
3264,2.0,1995.0,5.0,2.0,164.0,399.0,4.0
3265,1.0,1949.0,1.0,2.0,,611.0,4.0
3266,2.0,1952.0,1.0,1.0,,611.0,4.0
3267,1.0,1997.0,5.0,2.0,,,4.0
3268,2.0,1981.0,1.0,2.0,,,3.0
3269,1.0,1980.0,1.0,2.0,250.0,312.0,3.0
3270,1.0,2014.0,0.0,2.0,,,3.0
3271,2.0,1962.0,3.0,1.0,,,4.0
3272,2.0,1988.0,5.0,1.0,,,4.0
3273,2.0,1995.0,5.0,1.0,,,4.0
3274,2.0,2004.0,0.0,2.0,,,4.0
3275,1.0,2015.0,0.0,2.0,,,4.0
3276,2.0,1961.0,2.0,1.0,227.0,441.0,4.0
3277,2.0,1989.0,5.0,1.0,,,4.0
3278,1.0,1991.0,5.0,1.0,,,4.0
3279,2.0,1986.0,1.0,2.0,,,4.0
3280,1.0,1985.0,1.0,2.0,230.0,521.0,4.0
3281,2.0,2017.0,0.0,2.0,,,4.0
3282,2.0,1935.0,2.0,1.0,27.0,429.0,4.0
3283,2.0,1937.0,2.0,1.0,,,4.0
3284,1.0,1943.0,1.0,2.0,,,4.0
3285,2.0,1949.0,1.0,2.0,27.0,941.0,4.0
3286,1.0,1976.0,5.0,2.0,269.0,930.0,4.0
3287,1.0,1959.0,1.0,2.0,495.0,510.0,4.0
3288,2.0,1964.0,1.0,2.0,,,4.0
3289,1.0,1973.0,1.0,1.0,295.0,741.0,4.0
3290,2.0,1993.0,1.0,1.0,,,4.0
3291,1.0,2015.0,0.0,2.0,,,4.0
3292,2.0,1931.0,2.0,1.0,,,4.0
3293,1.0,1982.0,1.0,1.0,465.0,312.0,4.0
3294,2.0,1982.0,1.0,1.0,60.0,259.0,4.0
3295,2.0,2010.0,0.0,1.0,,,4.0
3296,1.0,2011.0,0.0,1.0,,,4.0
3297,2.0,2014.0,0.0,1.0,,,4.0
3298,1.0,1960.0,1.0,2.0,,,4.0
3299,2.0,1967.0,1.0,2.0,,422.0,4.0
3300,1.0,1995.0,5.0,2.0,175.0,751.0,4.0
3301,1.0,1947.0,1.0,1.0,,,4.0
3302,2.0,1954.0,1.0,1.0,,,4.0
3303,1.0,1978.0,5.0,2.0,304.0,799.0,4.0
3304,2.0,1980.0,1.0,1.0,,,3.0
3305,1.0,1980.0,1.0,1.0,217.0,312.0,3.0
3306,2.0,2011.0,0.0,1.0,,,3.0
3307,1.0,2014.0,0.0,1.0,,,3.0
3308,1.0,1967.0,1.0,2.0,293.0,921.0,4.0
3309,2.0,1976.0,1.0,2.0,,,4.0
3310,1.0,2000.0,5.0,2.0,,,4.0
3311,2.0,2004.0,0.0,2.0,,,4.0
3312,1.0,1965.0,1.0,2.0,343.0,910.0,4.0
3313,2.0,1965.0,1.0,1.0,168.0,441.0,4.0
3314,2.0,1993.0,5.0,1.0,270.0,710.0,4.0
3315,1.0,1953.0,1.0,2.0,,,4.0
3316,2.0,1960.0,1.0,2.0,68.0,247.0,4.0
3317,1.0,1991.0,5.0,2.0,,,4.0
3318,1.0,1960.0,1.0,2.0,,783.0,4.0
3319,2.0,1964.0,1.0,2.0,,910.0,4.0
3320,2.0,1988.0,5.0,2.0,165.0,422.0,4.0
3321,1.0,1986.0,5.0,2.0,316.0,312.0,4.0
3322,1.0,1963.0,1.0,1.0,,783.0,4.0
3323,2.0,1964.0,1.0,1.0,,951.0,4.0
3324,1.0,1994.0,5.0,1.0,,922.0,4.0
3325,1.0,1960.0,1.0,2.0,232.0,312.0,4.0
3326,2.0,1967.0,1.0,2.0,,782.0,4.0
3327,2.0,1986.0,1.0,2.0,503.0,312.0,4.0
3328,1.0,1985.0,1.0,2.0,558.0,312.0,4.0
3329,1.0,1946.0,3.0,1.0,,,4.0
3330,2.0,1957.0,3.0,1.0,267.0,441.0,4.0
3331,1.0,1983.0,5.0,2.0,,441.0,4.0
3332,2.0,1982.0,1.0,2.0,185.0,399.0,4.0
3333,1.0,1979.0,1.0,2.0,281.0,753.0,4.0
3334,2.0,2013.0,0.0,2.0,,,4.0
3335,1.0,1971.0,1.0,1.0,,149.0,4.0
3336,2.0,1973.0,1.0,1.0,200.0,259.0,4.0
3337,1.0,2004.0,0.0,1.0,,,4.0
3338,2.0,2006.0,0.0,1.0,,,4.0
3339,2.0,1965.0,3.0,2.0,264.0,442.0,4.0
3340,1.0,1991.0,5.0,2.0,283.0,312.0,4.0
3341,1.0,1992.0,5.0,2.0,358.0,753.0,4.0
3342,1.0,1952.0,1.0,2.0,107.0,312.0,4.0
3343,2.0,1954.0,1.0,1.0,,,4.0
3344,1.0,1978.0,1.0,2.0,517.0,312.0,2.0
3345,2.0,1978.0,1.0,2.0,50.0,999.0,2.0
3346,2.0,2010.0,0.0,2.0,,,2.0
3347,2.0,2011.0,0.0,2.0,,,2.0
3348,1.0,2014.0,0.0,2.0,,,2.0
3349,2.0,1981.0,1.0,2.0,,,4.0
3350,1.0,1980.0,1.0,2.0,530.0,312.0,4.0
3351,1.0,2012.0,0.0,2.0,,,4.0
3352,1.0,1936.0,1.0,1.0,,,4.0
3353,2.0,1940.0,1.0,1.0,,,4.0
3354,1.0,1951.0,1.0,1.0,140.0,941.0,4.0
3355,2.0,1959.0,1.0,1.0,112.0,941.0,4.0
3356,2.0,1946.0,2.0,2.0,,,4.0
3357,1.0,1975.0,5.0,2.0,496.0,313.0,4.0
3358,2.0,1958.0,2.0,2.0,,,4.0
3359,2.0,1979.0,3.0,2.0,150.0,510.0,4.0
3360,2.0,2001.0,0.0,2.0,,,4.0
3361,2.0,2004.0,0.0,2.0,,,4.0
3362,1.0,1960.0,1.0,1.0,,762.0,4.0
3363,2.0,1959.0,1.0,1.0,200.0,953.0,4.0
3364,2.0,1989.0,5.0,1.0,200.0,254.0,4.0
3365,1.0,1938.0,1.0,1.0,,,4.0
3366,2.0,1943.0,1.0,1.0,,,4.0
3367,2.0,1996.0,5.0,2.0,245.0,521.0,4.0
3368,1.0,1944.0,1.0,1.0,,,4.0
3369,2.0,1949.0,1.0,1.0,,,4.0
3370,1.0,1939.0,1.0,1.0,,274.0,4.0
3371,2.0,1945.0,1.0,1.0,,,4.0
3372,2.0,1974.0,5.0,1.0,,,4.0
3373,2.0,1976.0,5.0,1.0,274.0,864.0,4.0
3374,1.0,1953.0,3.0,2.0,,611.0,4.0
3375,2.0,1943.0,2.0,1.0,,611.0,4.0
3376,1.0,1976.0,1.0,2.0,,,4.0
3377,2.0,1981.0,1.0,2.0,,254.0,4.0
3378,2.0,2011.0,0.0,2.0,,,4.0
3379,2.0,2013.0,0.0,2.0,,,4.0
3380,2.0,1950.0,2.0,1.0,,,4.0
3381,1.0,1973.0,1.0,1.0,,873.0,4.0
3382,2.0,1979.0,1.0,1.0,268.0,799.0,4.0
3383,2.0,2003.0,0.0,1.0,,,4.0
3384,2.0,1948.0,2.0,1.0,,,4.0
3385,1.0,2009.0,0.0,1.0,,,4.0
3386,1.0,1954.0,1.0,1.0,,611.0,4.0
3387,2.0,1959.0,1.0,1.0,,611.0,4.0
3388,1.0,1984.0,5.0,1.0,331.0,854.0,4.0
3389,1.0,1927.0,1.0,2.0,,611.0,4.0
3390,2.0,1935.0,1.0,2.0,,611.0,4.0
3391,1.0,1922.0,2.0,1.0,,,4.0
3392,1.0,1935.0,1.0,1.0,,611.0,4.0
3393,2.0,1939.0,1.0,1.0,,611.0,4.0
3394,2.0,1932.0,2.0,2.0,,,4.0
3395,1.0,1960.0,3.0,1.0,,910.0,4.0
3396,1.0,1935.0,6.0,1.0,,,4.0
3397,2.0,1935.0,2.0,1.0,,,4.0
3398,2.0,1935.0,2.0,2.0,27.0,941.0,4.0
3399,2.0,1950.0,2.0,2.0,,,2.0
3400,1.0,1958.0,1.0,2.0,,,4.0
3401,2.0,1961.0,1.0,1.0,,,4.0
3402,2.0,1992.0,5.0,2.0,222.0,311.0,4.0
3403,2.0,1990.0,1.0,2.0,280.0,311.0,4.0
3404,1.0,1989.0,1.0,2.0,280.0,311.0,4.0
3405,1.0,1967.0,1.0,2.0,561.0,311.0,4.0
3406,2.0,1965.0,1.0,2.0,239.0,854.0,4.0
3407,1.0,1989.0,5.0,2.0,311.0,311.0,4.0
3408,1.0,1992.0,5.0,2.0,219.0,311.0,4.0
3409,1.0,1942.0,1.0,2.0,,,4.0
3410,2.0,1944.0,1.0,2.0,,,4.0
3411,1.0,1958.0,1.0,1.0,445.0,873.0,4.0
3412,2.0,1961.0,1.0,1.0,,611.0,4.0
3413,2.0,2001.0,0.0,2.0,,,4.0
3414,2.0,1953.0,2.0,2.0,,,4.0
3415,2.0,1951.0,2.0,1.0,,991.0,4.0
3416,1.0,1952.0,1.0,1.0,,,4.0
3417,2.0,1952.0,1.0,1.0,143.0,421.0,4.0
3418,2.0,1984.0,5.0,1.0,194.0,521.0,4.0
3419,1.0,1982.0,5.0,1.0,290.0,254.0,4.0
3420,1.0,1942.0,1.0,1.0,,,4.0
3421,2.0,1947.0,1.0,1.0,,,4.0
3422,1.0,1973.0,5.0,1.0,345.0,313.0,4.0
3423,2.0,1946.0,2.0,1.0,27.0,952.0,4.0
3424,1.0,1944.0,1.0,1.0,,,4.0
3425,2.0,1949.0,1.0,1.0,,,4.0
3426,1.0,1954.0,1.0,1.0,,910.0,4.0
3427,2.0,1959.0,1.0,1.0,,,4.0
3428,1.0,1947.0,1.0,2.0,,611.0,4.0
3429,2.0,1949.0,1.0,1.0,,611.0,4.0
3430,1.0,1963.0,2.0,2.0,927.0,312.0,4.0
3431,1.0,1993.0,5.0,2.0,115.0,922.0,4.0
3432,1.0,1961.0,1.0,2.0,200.0,873.0,4.0
3433,2.0,1961.0,1.0,2.0,,441.0,4.0
3434,2.0,1983.0,5.0,2.0,,,4.0
3435,2.0,1989.0,5.0,2.0,228.0,422.0,4.0
3436,1.0,1994.0,5.0,2.0,,,4.0
3437,2.0,1966.0,1.0,1.0,,429.0,4.0
3438,1.0,1969.0,1.0,1.0,,429.0,4.0
3439,2.0,2005.0,0.0,1.0,,,4.0
3440,1.0,2008.0,0.0,1.0,,,4.0
3441,2.0,1935.0,2.0,1.0,,,4.0
3442,2.0,1979.0,3.0,1.0,,422.0,5.0
3443,2.0,2007.0,0.0,1.0,,,5.0
3444,1.0,1977.0,1.0,2.0,505.0,1001.0,4.0
3445,2.0,1976.0,1.0,1.0,,254.0,4.0
3446,2.0,2004.0,0.0,1.0,,,4.0
3447,1.0,2006.0,0.0,1.0,,,4.0
3448,1.0,2010.0,0.0,1.0,,,4.0
3449,1.0,1962.0,1.0,1.0,750.0,237.0,2.0
3450,2.0,1967.0,1.0,1.0,70.0,246.0,2.0
3451,1.0,1987.0,5.0,1.0,292.0,411.0,2.0
3452,1.0,1989.0,5.0,1.0,292.0,411.0,2.0
3453,2.0,1997.0,5.0,1.0,,,2.0
3454,1.0,1943.0,1.0,2.0,94.0,941.0,2.0
3455,2.0,1950.0,1.0,2.0,167.0,930.0,2.0
3456,1.0,1953.0,5.0,1.0,,,2.0
3457,1.0,1970.0,1.0,2.0,762.0,237.0,2.0
3458,2.0,1973.0,1.0,1.0,,,2.0
3459,1.0,2000.0,5.0,2.0,,,2.0
3460,1.0,2002.0,0.0,2.0,,,2.0
3461,2.0,2010.0,0.0,1.0,,,2.0
3462,1.0,1968.0,1.0,2.0,636.0,411.0,2.0
3463,2.0,1970.0,1.0,1.0,229.0,247.0,2.0
3464,2.0,2004.0,0.0,2.0,,,2.0
3465,1.0,1968.0,1.0,1.0,683.0,311.0,5.0
3466,2.0,1971.0,1.0,1.0,220.0,247.0,5.0
3467,2.0,2000.0,5.0,1.0,,,5.0
3468,2.0,2004.0,0.0,1.0,,,5.0
3469,1.0,1970.0,1.0,2.0,721.0,312.0,2.0
3470,2.0,1972.0,1.0,2.0,,,2.0
3471,1.0,1998.0,5.0,2.0,,,2.0
3472,2.0,2000.0,5.0,2.0,,,2.0
3473,1.0,1961.0,1.0,1.0,794.0,411.0,2.0
3474,2.0,1966.0,1.0,1.0,,,2.0
3475,1.0,1991.0,5.0,2.0,,,2.0
3476,2.0,1994.0,5.0,1.0,230.0,245.0,2.0
3477,2.0,1997.0,5.0,1.0,,,2.0
3478,1.0,1957.0,1.0,2.0,,442.0,2.0
3479,2.0,1963.0,1.0,2.0,,441.0,2.0
3480,2.0,1980.0,1.0,2.0,188.0,313.0,2.0
3481,1.0,1979.0,1.0,2.0,359.0,751.0,2.0
3482,2.0,1982.0,5.0,2.0,188.0,442.0,2.0
3483,1.0,1949.0,3.0,2.0,,922.0,2.0
3484,1.0,1966.0,1.0,1.0,308.0,312.0,2.0
3485,2.0,1972.0,1.0,1.0,442.0,399.0,2.0
3486,1.0,1996.0,5.0,1.0,65.0,532.0,2.0
3487,2.0,1997.0,5.0,1.0,238.0,399.0,2.0
3488,2.0,2001.0,0.0,1.0,,,2.0
3489,1.0,1973.0,3.0,2.0,,,2.0
3490,1.0,2000.0,5.0,2.0,,,2.0
3491,2.0,2004.0,0.0,2.0,,,2.0
3492,1.0,1974.0,5.0,2.0,,,2.0
3493,1.0,1970.0,1.0,1.0,,751.0,2.0
3494,2.0,1970.0,1.0,1.0,210.0,952.0,2.0
3495,2.0,2001.0,0.0,2.0,,,2.0
3496,2.0,2003.0,0.0,2.0,,,2.0
3497,1.0,2004.0,0.0,2.0,,,2.0
3498,2.0,1934.0,2.0,1.0,,,2.0
3499,2.0,1936.0,2.0,1.0,,,2.0
3500,1.0,1959.0,3.0,1.0,300.0,873.0,2.0
3501,2.0,1998.0,5.0,2.0,178.0,952.0,2.0
3502,2.0,1941.0,2.0,1.0,27.0,941.0,2.0
3503,2.0,1973.0,5.0,1.0,,,2.0
3504,1.0,1942.0,1.0,1.0,,,2.0
3505,2.0,1949.0,1.0,1.0,,,2.0
3506,2.0,1967.0,2.0,1.0,165.0,930.0,2.0
3507,1.0,1995.0,5.0,2.0,,,2.0
3508,2.0,1997.0,5.0,1.0,,,2.0
3509,1.0,1955.0,1.0,2.0,243.0,710.0,2.0
3510,2.0,1956.0,1.0,2.0,,,2.0
3511,1.0,1982.0,5.0,2.0,340.0,222.0,2.0
3512,1.0,1961.0,1.0,1.0,,873.0,2.0
3513,2.0,1961.0,1.0,1.0,,,2.0
3514,2.0,1989.0,5.0,2.0,328.0,243.0,2.0
3515,1.0,1991.0,5.0,2.0,,,2.0
3516,1.0,1932.0,1.0,2.0,,,2.0
3517,2.0,1939.0,1.0,1.0,27.0,941.0,2.0
3518,2.0,1938.0,2.0,1.0,,,2.0
3519,1.0,1956.0,3.0,2.0,,,2.0
3520,2.0,1939.0,2.0,1.0,,,2.0
3521,1.0,1975.0,5.0,2.0,375.0,521.0,2.0
3522,1.0,1943.0,1.0,1.0,,,2.0
3523,2.0,1947.0,1.0,1.0,116.0,941.0,2.0
3524,1.0,1937.0,3.0,2.0,,611.0,2.0
3525,2.0,1942.0,2.0,2.0,27.0,941.0,2.0
3526,1.0,1939.0,3.0,1.0,,,2.0
3527,1.0,1970.0,1.0,2.0,407.0,521.0,2.0
3528,2.0,1978.0,1.0,2.0,,,2.0
3529,1.0,1996.0,5.0,2.0,190.0,841.0,2.0
3530,1.0,1999.0,5.0,2.0,,,2.0
3531,1.0,2016.0,0.0,2.0,,,2.0
3532,1.0,1957.0,1.0,1.0,,,2.0
3533,2.0,1964.0,1.0,1.0,,,2.0
3534,1.0,1988.0,5.0,1.0,,,2.0
3535,1.0,1991.0,1.0,1.0,280.0,510.0,2.0
3536,2.0,1990.0,1.0,1.0,,,2.0
3537,2.0,2013.0,0.0,1.0,,,2.0
3538,1.0,2014.0,0.0,1.0,,,2.0
3539,1.0,1958.0,1.0,2.0,,,2.0
3540,2.0,1966.0,1.0,2.0,,,2.0
3541,1.0,1989.0,5.0,2.0,367.0,122.0,2.0
3542,2.0,1991.0,5.0,2.0,300.0,312.0,1.0
3543,1.0,1939.0,2.0,1.0,,,2.0
3544,2.0,1941.0,2.0,1.0,,,2.0
3545,1.0,1969.0,1.0,2.0,,,2.0
3546,2.0,1970.0,1.0,2.0,305.0,441.0,2.0
3547,2.0,1998.0,5.0,2.0,,442.0,2.0
3548,2.0,2003.0,0.0,2.0,,,2.0
3549,2.0,1938.0,2.0,1.0,27.0,999.0,2.0
3550,1.0,1939.0,1.0,2.0,,,2.0
3551,2.0,1940.0,1.0,1.0,,,2.0
3552,1.0,1976.0,1.0,2.0,340.0,312.0,2.0
3553,2.0,1979.0,1.0,1.0,150.0,422.0,2.0
3554,1.0,1952.0,2.0,1.0,,823.0,2.0
3555,2.0,1982.0,1.0,1.0,338.0,252.0,6.0
3556,1.0,1979.0,1.0,1.0,378.0,252.0,6.0
3557,2.0,2010.0,0.0,1.0,,,6.0
3558,2.0,2013.0,0.0,1.0,,,6.0
3559,1.0,2016.0,0.0,1.0,,,6.0
3560,1.0,1964.0,1.0,1.0,300.0,153.0,2.0
3561,2.0,1964.0,1.0,1.0,431.0,259.0,2.0
3562,2.0,1991.0,5.0,1.0,,,2.0
3563,1.0,1934.0,2.0,1.0,27.0,999.0,2.0
3564,2.0,1936.0,2.0,1.0,,,2.0
3565,1.0,1939.0,1.0,2.0,,,2.0
3566,2.0,1941.0,1.0,1.0,,,2.0
3567,1.0,1992.0,5.0,1.0,,,2.0
3568,1.0,1995.0,5.0,1.0,,,2.0
3569,1.0,1962.0,2.0,1.0,356.0,881.0,2.0
3570,1.0,1934.0,1.0,1.0,,,2.0
3571,2.0,1942.0,1.0,1.0,,,2.0
3572,1.0,1961.0,1.0,1.0,330.0,910.0,2.0
3573,2.0,1956.0,1.0,1.0,,,2.0
3574,2.0,1983.0,5.0,1.0,,,2.0
3575,1.0,1989.0,5.0,2.0,250.0,510.0,2.0
3576,1.0,1942.0,1.0,2.0,,,2.0
3577,2.0,1947.0,1.0,2.0,,,2.0
3578,1.0,1947.0,1.0,2.0,,,2.0
3579,2.0,1951.0,1.0,2.0,,,2.0
3580,1.0,1942.0,1.0,2.0,,,2.0
3581,2.0,1951.0,1.0,2.0,100.0,951.0,2.0
3582,2.0,1982.0,5.0,2.0,429.0,320.0,2.0
3583,2.0,1980.0,1.0,2.0,339.0,320.0,2.0
3584,1.0,1976.0,1.0,2.0,791.0,312.0,2.0
3585,1.0,2010.0,0.0,2.0,,,2.0
3586,2.0,2014.0,0.0,2.0,,,2.0
3587,1.0,1974.0,1.0,2.0,333.0,312.0,2.0
3588,2.0,1982.0,1.0,2.0,,,2.0
3589,2.0,2012.0,0.0,2.0,,,2.0
3590,2.0,2016.0,0.0,2.0,,,2.0
3591,2.0,1935.0,2.0,1.0,,,2.0
3592,2.0,1943.0,2.0,1.0,,,2.0
3593,1.0,1960.0,1.0,2.0,610.0,252.0,2.0
3594,2.0,1965.0,1.0,1.0,,,2.0
3595,1.0,1994.0,5.0,2.0,,,2.0
3596,2.0,1996.0,5.0,2.0,,314.0,2.0
3597,1.0,1952.0,1.0,2.0,,,5.0
3598,2.0,1956.0,1.0,1.0,,611.0,5.0
3599,1.0,1966.0,1.0,1.0,500.0,251.0,2.0
3600,2.0,1967.0,1.0,1.0,,,2.0
3601,1.0,2000.0,5.0,2.0,,,2.0
3602,1.0,1953.0,1.0,1.0,173.0,942.0,2.0
3603,2.0,1958.0,1.0,1.0,175.0,441.0,2.0
3604,2.0,1981.0,1.0,2.0,,,2.0
3605,1.0,1979.0,1.0,2.0,625.0,313.0,2.0
3606,2.0,2011.0,0.0,2.0,,,2.0
3607,2.0,2014.0,0.0,2.0,,,2.0
3608,1.0,1983.0,1.0,2.0,379.0,411.0,6.0
3609,1.0,1963.0,1.0,1.0,723.0,149.0,2.0
3610,2.0,1965.0,1.0,1.0,,,2.0
3611,1.0,1994.0,5.0,1.0,40.0,254.0,2.0
3612,2.0,1989.0,5.0,2.0,,,1.0
3613,1.0,1962.0,1.0,1.0,,510.0,1.0
3614,2.0,1968.0,1.0,1.0,,,1.0
3615,1.0,1990.0,5.0,1.0,250.0,135.0,1.0
3616,1.0,1994.0,5.0,1.0,,,1.0
3617,2.0,1939.0,2.0,1.0,27.0,999.0,2.0
3618,1.0,1946.0,1.0,1.0,,,2.0
3619,2.0,1948.0,1.0,1.0,,,2.0
3620,1.0,1943.0,1.0,1.0,27.0,999.0,2.0
3621,2.0,1946.0,1.0,1.0,,,2.0
3622,1.0,1974.0,1.0,1.0,452.0,510.0,2.0
3623,2.0,1971.0,1.0,1.0,185.0,951.0,2.0
3624,1.0,2000.0,5.0,1.0,,,2.0
3625,1.0,1973.0,1.0,1.0,,441.0,2.0
3626,2.0,1978.0,1.0,1.0,25.0,930.0,2.0
3627,1.0,2004.0,0.0,1.0,,,2.0
3628,1.0,2006.0,0.0,1.0,,,2.0
3629,1.0,1969.0,1.0,2.0,408.0,873.0,2.0
3630,2.0,1976.0,1.0,2.0,,,2.0
3631,2.0,2010.0,0.0,2.0,,,2.0
3632,2.0,2012.0,0.0,2.0,,,2.0
3633,2.0,2016.0,0.0,2.0,,,2.0
3634,2.0,1927.0,2.0,1.0,,,2.0
3635,2.0,1954.0,3.0,1.0,,441.0,2.0
3636,1.0,1941.0,1.0,2.0,,,2.0
3637,2.0,1946.0,1.0,2.0,,,2.0
3638,1.0,1963.0,1.0,2.0,378.0,873.0,2.0
3639,2.0,1967.0,1.0,2.0,228.0,930.0,2.0
3640,2.0,1990.0,1.0,1.0,,,2.0
3641,1.0,1979.0,1.0,2.0,,149.0,2.0
3642,2.0,2016.0,0.0,2.0,,,2.0
3643,1.0,1965.0,1.0,1.0,217.0,510.0,5.0
3644,2.0,1986.0,1.0,1.0,90.0,930.0,5.0
3645,1.0,2013.0,0.0,1.0,,,5.0
3646,1.0,1942.0,1.0,1.0,,,2.0
3647,2.0,1950.0,1.0,1.0,88.0,941.0,2.0
3648,1.0,1940.0,1.0,1.0,,,2.0
3649,2.0,1943.0,1.0,1.0,27.0,999.0,2.0
3650,1.0,1958.0,1.0,1.0,208.0,421.0,2.0
3651,2.0,1962.0,1.0,1.0,194.0,246.0,2.0
3652,1.0,1991.0,5.0,1.0,258.0,235.0,2.0
3653,2.0,1987.0,1.0,2.0,285.0,253.0,2.0
3654,1.0,1985.0,1.0,2.0,184.0,312.0,2.0
3655,1.0,1957.0,1.0,1.0,159.0,236.0,7.0
3656,2.0,1957.0,1.0,1.0,,,7.0
3657,1.0,1951.0,3.0,1.0,,,7.0
3658,2.0,1996.0,1.0,2.0,,,2.0
3659,1.0,1989.0,1.0,2.0,248.0,930.0,2.0
3660,2.0,1968.0,3.0,1.0,209.0,432.0,2.0
3661,1.0,1963.0,3.0,2.0,,,3.0
3662,2.0,1939.0,2.0,1.0,,,2.0
3663,1.0,1970.0,1.0,1.0,361.0,781.0,2.0
3664,2.0,1969.0,1.0,1.0,200.0,441.0,2.0
3665,1.0,1995.0,5.0,1.0,348.0,743.0,2.0
3666,2.0,1998.0,5.0,1.0,,,2.0
3667,2.0,1971.0,1.0,2.0,184.0,930.0,2.0
3668,1.0,1995.0,5.0,2.0,,,2.0
3669,1.0,1967.0,1.0,2.0,323.0,892.0,2.0
3670,1.0,2000.0,5.0,2.0,,,2.0
3671,2.0,1992.0,1.0,2.0,,,2.0
3672,1.0,1985.0,1.0,2.0,325.0,842.0,2.0
3673,2.0,2016.0,0.0,2.0,,,2.0
3674,1.0,1941.0,1.0,1.0,,,2.0
3675,2.0,1940.0,1.0,1.0,,,2.0
3676,2.0,1944.0,2.0,1.0,,,2.0
3677,1.0,1970.0,1.0,2.0,292.0,431.0,2.0
3678,2.0,1972.0,1.0,2.0,414.0,313.0,2.0
3679,1.0,1975.0,1.0,2.0,,611.0,5.0
3680,2.0,1981.0,1.0,1.0,,,5.0
3681,2.0,2011.0,0.0,2.0,,,5.0
3682,2.0,2012.0,0.0,2.0,,,5.0
