,gender,birth,marriage,religion,income,code_job,code_region
5758,1.0,1950.0,3.0,2.0,,,2.0
5759,2.0,1943.0,2.0,1.0,,,2.0
5760,2.0,1939.0,2.0,1.0,85.0,441.0,2.0
5761,1.0,1969.0,5.0,2.0,,441.0,2.0
5762,2.0,1974.0,5.0,2.0,250.0,399.0,2.0
5763,1.0,1947.0,1.0,1.0,,,2.0
5764,2.0,1949.0,1.0,1.0,115.0,951.0,2.0
5765,1.0,1960.0,1.0,1.0,,783.0,5.0
5766,2.0,1989.0,5.0,1.0,,,5.0
5767,2.0,1990.0,5.0,1.0,208.0,399.0,5.0
5768,2.0,1966.0,1.0,1.0,292.0,910.0,5.0
5769,2.0,1935.0,2.0,1.0,,,7.0
5770,2.0,1992.0,5.0,2.0,198.0,313.0,5.0
5771,1.0,1970.0,1.0,1.0,497.0,762.0,2.0
5772,2.0,1971.0,1.0,1.0,381.0,532.0,2.0
5773,2.0,1999.0,5.0,2.0,,,2.0
5774,2.0,2000.0,5.0,2.0,,,2.0
5775,1.0,1966.0,1.0,2.0,,,2.0
5776,2.0,1969.0,1.0,1.0,,521.0,2.0
5777,2.0,1992.0,5.0,2.0,,521.0,2.0
5778,2.0,1994.0,5.0,2.0,180.0,521.0,2.0
5779,1.0,1996.0,5.0,2.0,,,2.0
5780,1.0,1998.0,5.0,2.0,,,2.0
5781,1.0,1973.0,1.0,2.0,358.0,510.0,2.0
5782,1.0,2000.0,5.0,2.0,,,2.0
5783,2.0,1973.0,1.0,2.0,451.0,274.0,2.0
5784,1.0,1955.0,1.0,1.0,,521.0,6.0
5785,2.0,1961.0,1.0,1.0,,,6.0
5786,1.0,1980.0,1.0,2.0,215.0,612.0,6.0
5787,2.0,1986.0,1.0,2.0,,,6.0
5788,2.0,2014.0,0.0,2.0,,,6.0
5789,1.0,2018.0,0.0,2.0,,,6.0
5790,2.0,1954.0,2.0,2.0,,,2.0
5791,1.0,1978.0,1.0,2.0,579.0,261.0,2.0
5792,2.0,1978.0,1.0,2.0,,,2.0
5793,2.0,1962.0,3.0,1.0,15.0,941.0,2.0
5794,2.0,1930.0,2.0,2.0,,,2.0
5795,2.0,1963.0,1.0,1.0,,,2.0
5796,1.0,1963.0,1.0,1.0,,799.0,2.0
5797,1.0,1988.0,5.0,1.0,341.0,799.0,2.0
5798,2.0,1995.0,5.0,1.0,234.0,422.0,2.0
5799,1.0,1946.0,1.0,2.0,,613.0,2.0
5800,2.0,1948.0,1.0,1.0,,613.0,2.0
5801,2.0,1977.0,1.0,2.0,,,2.0
5802,1.0,1978.0,1.0,2.0,,,2.0
5803,1.0,2015.0,0.0,2.0,,,2.0
5804,2.0,2016.0,0.0,2.0,,,2.0
5805,2.0,1971.0,3.0,2.0,258.0,930.0,2.0
5806,1.0,1999.0,5.0,2.0,,,2.0
5807,2.0,2001.0,0.0,2.0,,,2.0
5808,1.0,1974.0,3.0,2.0,,,2.0
5809,2.0,1999.0,5.0,2.0,,,2.0
5810,1.0,2001.0,0.0,2.0,,,2.0
5811,1.0,2004.0,0.0,2.0,,,2.0
5812,2.0,2008.0,0.0,2.0,,,2.0
5813,2.0,1975.0,1.0,2.0,15.0,930.0,2.0
5814,1.0,1976.0,1.0,1.0,237.0,842.0,2.0
5815,1.0,2016.0,0.0,2.0,,,2.0
5816,2.0,1970.0,3.0,2.0,,422.0,2.0
5817,2.0,1993.0,5.0,2.0,192.0,283.0,2.0
5818,2.0,1996.0,5.0,2.0,75.0,314.0,2.0
5819,1.0,1999.0,5.0,2.0,,,2.0
5820,2.0,1936.0,2.0,1.0,,,2.0
5821,1.0,1961.0,3.0,2.0,250.0,761.0,2.0
5822,1.0,1994.0,5.0,2.0,,,2.0
5823,2.0,1996.0,5.0,1.0,,,2.0
5824,1.0,1975.0,1.0,2.0,260.0,441.0,2.0
5825,2.0,1982.0,1.0,2.0,127.0,952.0,2.0
5826,2.0,2005.0,0.0,2.0,,,2.0
5827,2.0,2008.0,0.0,2.0,,,2.0
5828,1.0,2013.0,0.0,2.0,,,2.0
5829,1.0,1966.0,3.0,1.0,507.0,312.0,2.0
5830,2.0,1990.0,5.0,2.0,420.0,312.0,2.0
5831,1.0,1994.0,5.0,2.0,,,2.0
5832,2.0,1941.0,2.0,2.0,,,2.0
5833,2.0,1931.0,2.0,1.0,,,2.0
5834,2.0,1931.0,2.0,1.0,,,2.0
5835,1.0,1961.0,3.0,2.0,,910.0,2.0
5836,2.0,1942.0,2.0,1.0,,,2.0
5837,2.0,1997.0,5.0,2.0,153.0,314.0,2.0
5838,2.0,1954.0,5.0,2.0,,,2.0
5839,2.0,1933.0,4.0,2.0,,,2.0
5840,1.0,1954.0,1.0,2.0,,851.0,2.0
5841,2.0,1956.0,1.0,1.0,,,2.0
5842,1.0,1983.0,5.0,2.0,250.0,422.0,2.0
5843,2.0,1987.0,1.0,2.0,,271.0,2.0
5844,1.0,1980.0,1.0,2.0,292.0,311.0,2.0
5845,1.0,1946.0,1.0,1.0,150.0,942.0,2.0
5846,2.0,1950.0,1.0,1.0,100.0,951.0,2.0
5847,2.0,1939.0,2.0,1.0,,,2.0
5848,1.0,1936.0,1.0,2.0,,,2.0
5849,2.0,1934.0,1.0,2.0,,,2.0
5850,1.0,1945.0,1.0,1.0,,,5.0
5851,2.0,1948.0,1.0,1.0,,,5.0
5852,2.0,1974.0,5.0,1.0,179.0,134.0,5.0
5853,1.0,1964.0,1.0,2.0,198.0,873.0,2.0
5854,2.0,1963.0,1.0,2.0,228.0,941.0,2.0
5855,1.0,1992.0,5.0,2.0,,,2.0
5856,1.0,1944.0,1.0,1.0,,,2.0
5857,2.0,1946.0,1.0,2.0,,,2.0
5858,1.0,1975.0,1.0,1.0,442.0,312.0,2.0
5859,2.0,1979.0,1.0,1.0,313.0,252.0,2.0
5860,2.0,2011.0,0.0,1.0,,,2.0
5861,2.0,2014.0,0.0,1.0,,,2.0
5862,2.0,1936.0,2.0,1.0,,,1.0
5863,2.0,1954.0,2.0,2.0,108.0,247.0,1.0
5864,1.0,1931.0,2.0,1.0,,,2.0
5865,1.0,1953.0,1.0,2.0,167.0,942.0,2.0
5866,2.0,1958.0,1.0,1.0,186.0,247.0,2.0
5867,1.0,1983.0,1.0,1.0,487.0,510.0,2.0
5868,2.0,1988.0,1.0,1.0,,,2.0
5869,2.0,2017.0,0.0,1.0,,,2.0
5870,2.0,1976.0,1.0,2.0,,,2.0
5871,1.0,1982.0,1.0,2.0,358.0,251.0,2.0
5872,1.0,2013.0,0.0,2.0,,,2.0
5873,2.0,2015.0,0.0,2.0,,,2.0
5874,2.0,2017.0,0.0,2.0,,,2.0
5875,1.0,1958.0,1.0,2.0,350.0,772.0,2.0
5876,2.0,1959.0,1.0,1.0,40.0,510.0,2.0
5877,2.0,1936.0,2.0,1.0,,,2.0
5878,2.0,1943.0,2.0,2.0,,442.0,2.0
5879,1.0,1975.0,1.0,1.0,457.0,247.0,1.0
5880,2.0,1979.0,1.0,1.0,335.0,247.0,1.0
5881,2.0,2003.0,0.0,1.0,,,1.0
5882,2.0,2005.0,0.0,1.0,,,1.0
5883,2.0,2008.0,0.0,1.0,,,1.0
5884,2.0,1937.0,2.0,1.0,,,2.0
5885,1.0,1960.0,1.0,1.0,200.0,431.0,2.0
5886,2.0,1957.0,1.0,1.0,,,2.0
5887,2.0,1938.0,2.0,1.0,,,2.0
5888,2.0,1942.0,2.0,1.0,,,2.0
5889,2.0,1947.0,2.0,1.0,,,2.0
5890,2.0,1938.0,2.0,1.0,,,2.0
5891,1.0,1969.0,5.0,1.0,,,2.0
5892,1.0,1938.0,5.0,2.0,,,2.0
5893,2.0,1953.0,5.0,1.0,27.0,941.0,2.0
5894,1.0,1937.0,1.0,2.0,,,2.0
5895,2.0,1942.0,1.0,1.0,73.0,421.0,2.0
5896,1.0,1954.0,1.0,2.0,384.0,141.0,2.0
5897,2.0,1959.0,1.0,2.0,,,2.0
5898,2.0,1984.0,1.0,2.0,170.0,399.0,2.0
5899,1.0,1986.0,1.0,2.0,293.0,222.0,2.0
5900,1.0,2013.0,0.0,2.0,,,2.0
5901,1.0,1971.0,1.0,2.0,409.0,771.0,2.0
5902,2.0,1974.0,1.0,2.0,,,2.0
5903,1.0,2002.0,0.0,2.0,,,2.0
5904,1.0,2006.0,0.0,2.0,,,2.0
5905,1.0,1953.0,1.0,1.0,,873.0,2.0
5906,2.0,1956.0,1.0,1.0,,,2.0
5907,2.0,1980.0,5.0,1.0,154.0,314.0,2.0
5908,1.0,1982.0,5.0,1.0,273.0,531.0,2.0
5909,2.0,1960.0,2.0,1.0,40.0,951.0,2.0
5910,2.0,1981.0,5.0,1.0,417.0,312.0,2.0
5911,2.0,1983.0,1.0,1.0,,,2.0
5912,1.0,1983.0,1.0,1.0,296.0,753.0,2.0
5913,1.0,2016.0,0.0,1.0,,,2.0
5914,1.0,1954.0,1.0,2.0,339.0,854.0,2.0
5915,2.0,1960.0,1.0,2.0,100.0,721.0,2.0
5916,2.0,1982.0,1.0,2.0,200.0,313.0,2.0
5917,1.0,1980.0,1.0,2.0,300.0,313.0,2.0
5918,2.0,2011.0,0.0,2.0,,,2.0
5919,2.0,2015.0,0.0,2.0,,,2.0
5920,2.0,1937.0,2.0,1.0,,,1.0
5921,1.0,1948.0,1.0,2.0,,,1.0
5922,2.0,1950.0,1.0,2.0,120.0,953.0,1.0
5923,1.0,1959.0,1.0,2.0,273.0,941.0,2.0
5924,2.0,1964.0,1.0,2.0,279.0,930.0,2.0
5925,2.0,1990.0,5.0,2.0,178.0,243.0,2.0
5926,2.0,1991.0,5.0,2.0,213.0,243.0,2.0
5927,2.0,1994.0,5.0,2.0,194.0,253.0,2.0
5928,1.0,1970.0,1.0,2.0,343.0,921.0,2.0
5929,2.0,1984.0,1.0,1.0,172.0,930.0,2.0
5930,2.0,2011.0,0.0,2.0,,,2.0
5931,1.0,1959.0,1.0,2.0,265.0,753.0,2.0
5932,2.0,1962.0,1.0,1.0,,,2.0
5933,2.0,1991.0,1.0,2.0,,,2.0
5934,1.0,1985.0,1.0,2.0,,521.0,2.0
5935,1.0,1966.0,1.0,1.0,270.0,762.0,2.0
5936,2.0,1970.0,1.0,1.0,245.0,942.0,2.0
5937,2.0,2000.0,5.0,1.0,,,2.0
5938,1.0,2003.0,0.0,1.0,,,2.0
5939,2.0,2005.0,0.0,1.0,,,2.0
5940,2.0,1939.0,3.0,1.0,,,2.0
5941,1.0,1967.0,3.0,2.0,271.0,743.0,2.0
5942,1.0,2001.0,0.0,2.0,,,2.0
5943,2.0,2001.0,0.0,2.0,,,2.0
5944,2.0,1935.0,2.0,1.0,,,2.0
5945,1.0,1965.0,1.0,2.0,,281.0,2.0
5946,2.0,1968.0,1.0,1.0,308.0,254.0,2.0
5947,2.0,2005.0,0.0,2.0,,,2.0
5948,1.0,1960.0,1.0,2.0,,873.0,2.0
5949,2.0,1960.0,1.0,2.0,,,2.0
5950,1.0,1997.0,5.0,2.0,185.0,930.0,2.0
5951,1.0,1960.0,3.0,2.0,1113.0,141.0,2.0
5952,2.0,1963.0,3.0,1.0,125.0,531.0,2.0
5953,2.0,1988.0,5.0,2.0,222.0,521.0,2.0
5954,1.0,1954.0,1.0,1.0,220.0,941.0,4.0
5955,2.0,1955.0,1.0,1.0,200.0,941.0,4.0
5956,1.0,1969.0,1.0,2.0,878.0,236.0,5.0
5957,2.0,1973.0,1.0,1.0,160.0,253.0,5.0
5958,1.0,2002.0,0.0,1.0,,,5.0
5959,1.0,2004.0,0.0,1.0,,,5.0
5960,1.0,1971.0,1.0,2.0,917.0,312.0,2.0
5961,2.0,1974.0,1.0,2.0,,,2.0
5962,2.0,2000.0,5.0,2.0,,,2.0
5963,1.0,1975.0,1.0,2.0,715.0,236.0,2.0
5964,2.0,1980.0,1.0,2.0,467.0,311.0,2.0
5965,2.0,2009.0,0.0,2.0,,,2.0
5966,1.0,2013.0,0.0,2.0,,,2.0
5967,1.0,1939.0,1.0,1.0,,,2.0
5968,2.0,1945.0,1.0,1.0,27.0,930.0,2.0
5969,2.0,1945.0,2.0,2.0,,,2.0
5970,1.0,1961.0,1.0,1.0,274.0,761.0,2.0
5971,2.0,1964.0,1.0,1.0,80.0,510.0,2.0
5972,1.0,1999.0,5.0,1.0,,,2.0
5973,2.0,2006.0,0.0,1.0,,,2.0
5974,1.0,1958.0,1.0,1.0,352.0,792.0,2.0
5975,2.0,1968.0,1.0,1.0,,,2.0
5976,1.0,2004.0,0.0,1.0,,,2.0
5977,1.0,1973.0,1.0,2.0,413.0,721.0,2.0
5978,2.0,1976.0,1.0,2.0,201.0,930.0,2.0
5979,2.0,1999.0,5.0,2.0,173.0,246.0,2.0
5980,1.0,2002.0,0.0,2.0,,,2.0
5981,1.0,1975.0,1.0,2.0,327.0,874.0,2.0
5982,2.0,1976.0,1.0,2.0,,,2.0
5983,2.0,1997.0,5.0,2.0,210.0,246.0,2.0
5984,2.0,2000.0,5.0,2.0,,,2.0
5985,1.0,2004.0,0.0,2.0,,,2.0
5986,1.0,1940.0,1.0,1.0,,532.0,2.0
5987,2.0,1946.0,1.0,1.0,143.0,442.0,2.0
5988,1.0,1940.0,1.0,1.0,,,2.0
5989,2.0,1947.0,1.0,1.0,,,2.0
5990,1.0,1961.0,2.0,2.0,250.0,941.0,2.0
5991,1.0,1993.0,5.0,2.0,,,2.0
5992,1.0,1998.0,5.0,2.0,,,2.0
5993,2.0,1948.0,2.0,1.0,50.0,951.0,2.0
5994,1.0,1957.0,5.0,2.0,,,2.0
5995,2.0,1968.0,3.0,1.0,,441.0,2.0
5996,2.0,1992.0,5.0,1.0,,,2.0
5997,1.0,1944.0,1.0,2.0,,,2.0
5998,2.0,1948.0,1.0,1.0,,,2.0
5999,1.0,1946.0,3.0,2.0,,,2.0
6000,2.0,1939.0,2.0,1.0,,,2.0
6001,1.0,1958.0,1.0,1.0,,783.0,2.0
6002,2.0,1958.0,1.0,1.0,,,2.0
6003,2.0,1998.0,5.0,1.0,43.0,953.0,2.0
6004,1.0,1959.0,1.0,1.0,,910.0,2.0
6005,2.0,1962.0,1.0,1.0,75.0,952.0,2.0
6006,1.0,1987.0,5.0,1.0,120.0,521.0,2.0
6007,1.0,1969.0,3.0,2.0,203.0,873.0,2.0
6008,2.0,2001.0,0.0,2.0,,521.0,2.0
6009,1.0,1950.0,1.0,1.0,,,2.0
6010,2.0,1960.0,1.0,1.0,89.0,951.0,2.0
6011,2.0,1940.0,2.0,1.0,,,2.0
6012,1.0,1955.0,1.0,1.0,,952.0,2.0
6013,2.0,1960.0,1.0,1.0,,952.0,2.0
6014,1.0,1988.0,5.0,2.0,420.0,863.0,2.0
6015,1.0,1970.0,1.0,2.0,,892.0,2.0
6016,2.0,1973.0,1.0,2.0,,892.0,2.0
6017,2.0,2000.0,5.0,2.0,,,2.0
6018,1.0,1971.0,1.0,2.0,283.0,274.0,2.0
6019,2.0,1976.0,1.0,2.0,,532.0,2.0
6020,1.0,2004.0,0.0,2.0,,,2.0
6021,1.0,1970.0,1.0,2.0,,873.0,2.0
6022,2.0,1970.0,1.0,2.0,225.0,313.0,2.0
6023,2.0,1997.0,5.0,2.0,317.0,399.0,2.0
6024,1.0,2002.0,0.0,2.0,,,2.0
6025,2.0,1941.0,2.0,2.0,,,2.0
6026,2.0,1937.0,2.0,2.0,,,2.0
6027,1.0,1968.0,1.0,2.0,,873.0,2.0
6028,2.0,1969.0,1.0,1.0,208.0,532.0,2.0
6029,1.0,1995.0,5.0,2.0,,910.0,2.0
6030,1.0,1958.0,1.0,2.0,290.0,922.0,2.0
6031,2.0,1975.0,1.0,1.0,178.0,930.0,2.0
6032,2.0,2003.0,0.0,1.0,,,2.0
6033,2.0,2004.0,0.0,1.0,,,2.0
6034,1.0,1965.0,1.0,1.0,440.0,842.0,2.0
6035,2.0,1971.0,1.0,1.0,500.0,252.0,2.0
6036,2.0,2002.0,0.0,1.0,,,2.0
6037,2.0,2003.0,0.0,1.0,,,2.0
6038,2.0,2008.0,0.0,1.0,,,2.0
6039,1.0,1960.0,1.0,1.0,,510.0,2.0
6040,2.0,1961.0,1.0,1.0,,,2.0
6041,1.0,1989.0,5.0,1.0,515.0,242.0,2.0
6042,1.0,1970.0,1.0,1.0,667.0,312.0,2.0
6043,2.0,1973.0,1.0,1.0,203.0,259.0,2.0
6044,1.0,2000.0,5.0,1.0,,,2.0
6045,2.0,2005.0,0.0,1.0,,,2.0
6046,1.0,1953.0,1.0,2.0,302.0,873.0,2.0
6047,2.0,1956.0,1.0,2.0,,,2.0
6048,1.0,1980.0,5.0,2.0,674.0,510.0,1.0
6049,1.0,1960.0,1.0,1.0,,,7.0
6050,2.0,1963.0,1.0,1.0,,,7.0
6051,1.0,1990.0,5.0,2.0,,,7.0
6052,1.0,1988.0,5.0,2.0,250.0,411.0,7.0
6053,1.0,1972.0,1.0,2.0,660.0,312.0,2.0
6054,2.0,1974.0,1.0,2.0,,,2.0
6055,1.0,1999.0,5.0,2.0,,,2.0
6056,1.0,2002.0,0.0,2.0,,,2.0
6057,1.0,1959.0,1.0,1.0,824.0,753.0,2.0
6058,2.0,1964.0,1.0,1.0,47.0,441.0,2.0
6059,2.0,1990.0,5.0,1.0,315.0,241.0,2.0
6060,2.0,1988.0,5.0,1.0,590.0,241.0,7.0
6061,1.0,1957.0,1.0,1.0,325.0,831.0,2.0
6062,2.0,1962.0,1.0,1.0,225.0,441.0,2.0
6063,2.0,1988.0,5.0,1.0,178.0,253.0,2.0
6064,2.0,1997.0,5.0,1.0,,,2.0
6065,2.0,1986.0,1.0,1.0,233.0,247.0,2.0
6066,1.0,1983.0,1.0,1.0,500.0,234.0,2.0
6067,2.0,1964.0,3.0,1.0,188.0,921.0,2.0
6068,2.0,1990.0,5.0,2.0,178.0,246.0,2.0
6069,1.0,1959.0,3.0,2.0,,910.0,2.0
6070,2.0,1986.0,5.0,2.0,177.0,521.0,2.0
6071,1.0,1932.0,2.0,1.0,,,2.0
6072,1.0,1957.0,1.0,1.0,,,2.0
6073,2.0,1962.0,1.0,1.0,,,2.0
6074,2.0,1995.0,5.0,1.0,204.0,245.0,2.0
6075,2.0,1997.0,5.0,1.0,,,2.0
6076,2.0,1988.0,5.0,1.0,210.0,259.0,2.0
6077,1.0,1964.0,1.0,2.0,,274.0,2.0
6078,2.0,1972.0,1.0,2.0,,,2.0
6079,1.0,1999.0,5.0,2.0,247.0,910.0,2.0
6080,2.0,2000.0,5.0,2.0,,,2.0
6081,1.0,1968.0,1.0,1.0,339.0,751.0,2.0
6082,2.0,1969.0,1.0,1.0,,,2.0
6083,1.0,1994.0,5.0,1.0,242.0,952.0,2.0
6084,1.0,1970.0,1.0,1.0,600.0,761.0,2.0
6085,2.0,1971.0,1.0,1.0,150.0,910.0,2.0
6086,2.0,2000.0,5.0,1.0,,,2.0
6087,2.0,2006.0,0.0,1.0,,,2.0
6088,2.0,1965.0,1.0,2.0,264.0,930.0,2.0
6089,1.0,1969.0,1.0,2.0,330.0,842.0,2.0
6090,2.0,1931.0,2.0,1.0,,,2.0
6091,2.0,1964.0,3.0,2.0,,441.0,2.0
6092,1.0,1994.0,5.0,2.0,191.0,442.0,2.0
6093,2.0,1991.0,1.0,2.0,,,2.0
6094,1.0,1985.0,1.0,2.0,376.0,841.0,2.0
6095,1.0,1953.0,1.0,1.0,260.0,761.0,2.0
6096,2.0,1959.0,1.0,1.0,,521.0,2.0
6097,1.0,1963.0,1.0,1.0,444.0,930.0,2.0
6098,2.0,1968.0,1.0,2.0,,,2.0
6099,2.0,1994.0,5.0,2.0,193.0,288.0,2.0
6100,2.0,1933.0,2.0,1.0,,,2.0
6101,2.0,1954.0,3.0,1.0,,,2.0
6102,1.0,1958.0,1.0,1.0,,521.0,2.0
6103,2.0,1961.0,1.0,1.0,,521.0,2.0
6104,1.0,1990.0,5.0,2.0,244.0,311.0,2.0
6105,2.0,1992.0,5.0,2.0,200.0,330.0,2.0
6106,1.0,1956.0,1.0,1.0,,741.0,2.0
6107,2.0,1956.0,1.0,1.0,24.0,314.0,2.0
6108,2.0,1967.0,3.0,2.0,,274.0,6.0
6109,2.0,1987.0,5.0,2.0,308.0,313.0,2.0
6110,1.0,1989.0,5.0,2.0,292.0,239.0,2.0
6111,1.0,1975.0,1.0,2.0,483.0,236.0,2.0
6112,2.0,1972.0,1.0,2.0,,,2.0
6113,1.0,2005.0,0.0,2.0,,,2.0
6114,1.0,1965.0,5.0,2.0,328.0,842.0,2.0
6115,1.0,1967.0,5.0,2.0,258.0,842.0,2.0
6116,2.0,1943.0,2.0,1.0,,,2.0
6117,1.0,1968.0,1.0,2.0,408.0,854.0,2.0
6118,2.0,1970.0,1.0,2.0,308.0,313.0,2.0
6119,2.0,1997.0,5.0,2.0,,,2.0
6120,1.0,1999.0,5.0,1.0,,,2.0
6121,1.0,1968.0,1.0,2.0,393.0,312.0,2.0
6122,2.0,1968.0,1.0,2.0,80.0,159.0,2.0
6123,2.0,1993.0,5.0,2.0,,,2.0
6124,1.0,1994.0,5.0,2.0,,,2.0
6125,1.0,1963.0,1.0,1.0,280.0,153.0,2.0
6126,2.0,1970.0,1.0,1.0,280.0,930.0,2.0
6127,2.0,2000.0,5.0,1.0,,,2.0
6128,1.0,1964.0,1.0,1.0,240.0,873.0,2.0
6129,2.0,1966.0,1.0,1.0,,,2.0
6130,1.0,1989.0,5.0,1.0,387.0,930.0,2.0
6131,1.0,1992.0,5.0,1.0,,,2.0
6132,1.0,1967.0,5.0,2.0,208.0,399.0,5.0
6133,1.0,1941.0,1.0,1.0,40.0,953.0,2.0
6134,2.0,1943.0,1.0,1.0,,,2.0
6135,1.0,1971.0,5.0,2.0,,442.0,2.0
6136,1.0,1966.0,5.0,2.0,270.0,761.0,2.0
6137,1.0,1951.0,3.0,1.0,,,5.0
6138,2.0,1972.0,1.0,2.0,112.0,941.0,2.0
6139,2.0,1947.0,2.0,2.0,,,2.0
6140,1.0,1985.0,1.0,2.0,500.0,743.0,2.0
6141,1.0,1945.0,1.0,2.0,,,2.0
6142,2.0,1951.0,1.0,2.0,,,2.0
6143,1.0,1978.0,1.0,2.0,,783.0,2.0
6144,2.0,1980.0,1.0,2.0,,,2.0
6145,2.0,2017.0,0.0,2.0,,,2.0
6146,1.0,1958.0,1.0,2.0,,842.0,2.0
6147,2.0,1958.0,1.0,2.0,,313.0,2.0
6148,2.0,1991.0,1.0,2.0,,,5.0
6149,1.0,1979.0,1.0,2.0,,221.0,5.0
6150,1.0,2015.0,0.0,2.0,,,5.0
6151,2.0,2017.0,0.0,2.0,,,5.0
6152,1.0,1961.0,5.0,1.0,108.0,941.0,2.0
6153,2.0,1962.0,3.0,1.0,109.0,941.0,2.0
6154,2.0,1933.0,2.0,1.0,,,2.0
6155,1.0,1961.0,3.0,1.0,170.0,873.0,2.0
6156,2.0,1993.0,5.0,1.0,,,2.0
6157,1.0,1961.0,1.0,2.0,167.0,910.0,5.0
6158,2.0,1958.0,1.0,2.0,,,5.0
6159,2.0,1995.0,5.0,2.0,200.0,286.0,5.0
6160,1.0,1970.0,1.0,1.0,300.0,521.0,2.0
6161,2.0,1970.0,1.0,1.0,,,2.0
6162,2.0,1994.0,5.0,1.0,,,2.0
6163,1.0,1999.0,5.0,1.0,,,2.0
6164,1.0,1969.0,1.0,2.0,383.0,854.0,2.0
6165,2.0,1981.0,1.0,2.0,,999.0,2.0
6166,1.0,2009.0,0.0,2.0,,,2.0
6167,1.0,2013.0,0.0,2.0,,,2.0
6168,1.0,1941.0,1.0,1.0,111.0,942.0,2.0
6169,2.0,1943.0,1.0,1.0,111.0,441.0,2.0
6170,1.0,1962.0,1.0,2.0,258.0,721.0,2.0
6171,2.0,1972.0,1.0,2.0,168.0,442.0,2.0
6172,1.0,2004.0,0.0,2.0,,,2.0
6173,2.0,2008.0,0.0,2.0,,,2.0
6174,1.0,1963.0,1.0,2.0,1000.0,312.0,2.0
6175,2.0,1965.0,1.0,2.0,,,2.0
6176,1.0,1963.0,1.0,2.0,299.0,873.0,2.0
6177,2.0,1972.0,1.0,2.0,202.0,313.0,2.0
6178,1.0,1995.0,5.0,2.0,60.0,314.0,2.0
6179,1.0,1948.0,3.0,2.0,,,2.0
6180,1.0,1971.0,1.0,2.0,475.0,783.0,2.0
6181,2.0,1974.0,1.0,1.0,157.0,951.0,2.0
6182,2.0,1999.0,5.0,1.0,50.0,521.0,2.0
6183,1.0,2002.0,0.0,1.0,,,2.0
6184,1.0,1964.0,1.0,1.0,150.0,510.0,2.0
6185,2.0,1968.0,1.0,1.0,123.0,313.0,2.0
6186,1.0,1995.0,5.0,1.0,269.0,930.0,2.0
6187,2.0,1997.0,5.0,1.0,180.0,521.0,2.0
6188,2.0,1953.0,5.0,1.0,52.0,941.0,2.0
6189,1.0,1973.0,1.0,2.0,,792.0,2.0
6190,2.0,1973.0,1.0,2.0,,,2.0
6191,2.0,2000.0,5.0,2.0,,,2.0
6192,1.0,2002.0,0.0,2.0,,,2.0
6193,2.0,1938.0,2.0,2.0,,,2.0
6194,1.0,1978.0,5.0,2.0,244.0,612.0,6.0
6195,1.0,1955.0,1.0,2.0,296.0,873.0,2.0
6196,2.0,1959.0,1.0,2.0,30.0,951.0,2.0
6197,1.0,1985.0,5.0,2.0,,,2.0
6198,2.0,1984.0,1.0,2.0,200.0,313.0,2.0
6199,1.0,1980.0,1.0,2.0,326.0,799.0,2.0
6200,2.0,2016.0,0.0,2.0,,,2.0
6201,1.0,1956.0,1.0,2.0,258.0,721.0,2.0
6202,2.0,1957.0,1.0,2.0,,,2.0
6203,1.0,1981.0,1.0,1.0,,,2.0
6204,2.0,1982.0,1.0,1.0,588.0,132.0,2.0
6205,1.0,2013.0,0.0,1.0,,,2.0
6206,2.0,1983.0,1.0,2.0,308.0,313.0,2.0
6207,1.0,1983.0,1.0,2.0,521.0,313.0,2.0
6208,2.0,2013.0,0.0,2.0,,,2.0
6209,2.0,2013.0,0.0,2.0,,,2.0
6210,2.0,1966.0,2.0,1.0,,312.0,2.0
6211,1.0,1991.0,5.0,2.0,239.0,753.0,2.0
6212,1.0,1993.0,5.0,2.0,310.0,930.0,2.0
6213,1.0,1963.0,1.0,2.0,,432.0,2.0
6214,2.0,1968.0,1.0,2.0,281.0,930.0,2.0
6215,2.0,1992.0,5.0,2.0,213.0,245.0,2.0
6216,2.0,1996.0,5.0,2.0,188.0,313.0,2.0
6217,1.0,1967.0,1.0,2.0,358.0,313.0,2.0
6218,2.0,1973.0,1.0,2.0,171.0,864.0,2.0
6219,1.0,1999.0,5.0,2.0,,,2.0
6220,1.0,2001.0,0.0,2.0,,,2.0
6221,1.0,1966.0,1.0,2.0,,521.0,2.0
6222,2.0,1969.0,1.0,1.0,708.0,274.0,2.0
6223,2.0,1997.0,5.0,2.0,,,2.0
6224,1.0,1999.0,5.0,1.0,,,2.0
6225,1.0,1965.0,1.0,1.0,350.0,313.0,2.0
6226,2.0,1973.0,1.0,1.0,,247.0,2.0
6227,2.0,1998.0,5.0,1.0,,,2.0
6228,2.0,2000.0,5.0,1.0,,,2.0
6229,2.0,2011.0,0.0,1.0,,,2.0
6230,1.0,1935.0,1.0,1.0,,,6.0
6231,2.0,1937.0,1.0,1.0,,,6.0
6232,1.0,1936.0,1.0,1.0,,,2.0
6233,2.0,1949.0,1.0,1.0,188.0,421.0,2.0
6234,2.0,1941.0,1.0,2.0,,,2.0
6235,1.0,1964.0,1.0,2.0,,941.0,2.0
6236,2.0,1966.0,1.0,2.0,,941.0,2.0
6237,2.0,1965.0,3.0,1.0,,,2.0
6238,1.0,1996.0,5.0,1.0,,,2.0
6239,1.0,2001.0,0.0,1.0,,,2.0
6240,2.0,1950.0,2.0,2.0,,,2.0
